client_id	path	sentence	up_votes	down_votes	age	gender	accent	language	segment
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238020.mp3	يأتي مدرسنا إلى المدرسة بالسيارة.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238077.mp3	إنها تحب الركض.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238102.mp3	يعيش عمي قرب المدرسة.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238469.mp3	منذ متى وأنت تنتظر ؟	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238514.mp3	ظننت أنه مريض.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238516.mp3	سافرت إلى إيطاليا الصيف الفائت.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238535.mp3	لا شكراً. أنا متعب .	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238542.mp3	سمعت صوت ضجة غريبة.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238570.mp3	.هذا الحيوان أكبر من ذاك	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238590.mp3	أعدت إليه كتابه.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238593.mp3	ارتدت معطفها ثم خرجت.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238602.mp3	.يتحدث الكتاب عن ملك يفقد تاجه	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238746.mp3	أذكر أني أعطيته المفتاح.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238779.mp3	! يا لها من أزهار جميلة	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238781.mp3	يمكن أن يشير عدد من الأشخاص الذين شاركوا بسهولة إلى المشكلة	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238833.mp3	.سأشتري السيارة بشرط أن يصلحوا المكابح أولاً	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238882.mp3	أخاك أخاك إن من لا أخاً له كساعٍ إلى الهيجا بغير سلاح	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19238888.mp3	متى بدأت تتعلم اللّغة الألمانية ؟	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19248179.mp3	يتكلم الفرنسية أيضاً.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19257022.mp3	تعزف أمي على البيانو بمهارة.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19262773.mp3	رأى الحادث وهو في طريقه إلى المدرسة.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19262791.mp3	إنها ماهرة في تحدث الإنجليزية.	2	0	twenties	male		Arabic	
3ed0ada6e07c029a8e33c022429b902ecda77dbb159e19fc06af5af7efb590081b2105a87c4eecf0a68785a396bcd4590fcc175ad7e995a94182ff6b13d26eb7	common_voice_ar_19300045.mp3	صحح الأخطاء ، إن وُجدت.	2	0	twenties	male		Arabic	
0512779dbc718e90b827551544de65a0f94c352e2d9325c9c227937bd5c518f6093608ec7006f04babbc83771755f273e7b88952af0359446c56439d40f59e16	common_voice_ar_19356232.mp3	.إنها في اجتماع الآن	2	0	twenties	male		Arabic	
e23fcbfdbd4639b11c95fb4c8fb94d4b8c576234203af247a6aa4e230e0247e37085eae1fa5aef4832e68cae29d165e45ebccc16ea830d43827c700877602c72	common_voice_ar_19356910.mp3	.كن هادئاً وقت الدرس	2	0	twenties	male		Arabic	
a03a946ee0bfa3c6f35cfa4ba7566da913ec3b828d8feb74465725873a72a5b78c7493b0f9068bcc66238d29ccdbfb2ab63b3d85bc3e65b9628b7b863ad781a5	common_voice_ar_19376290.mp3	ما أجمل هذه الزهرة!	2	0	thirties	male		Arabic	
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19384253.mp3	السلام عليكم ورحمة الله وبركاته	2	0	thirties	male		Arabic	
6cbfb52b5cd8ca0022cca1cf6df41a1d40c53601ac0fa6a96a48d683f2a53098fef94d004fcc38d66e96190f75d915d40c679d7c6736e301d97afe63698352a7	common_voice_ar_19384387.mp3	و كيف لي أن أعلم ؟	2	0	twenties	female		Arabic	
6cbfb52b5cd8ca0022cca1cf6df41a1d40c53601ac0fa6a96a48d683f2a53098fef94d004fcc38d66e96190f75d915d40c679d7c6736e301d97afe63698352a7	common_voice_ar_19384388.mp3	أمي تعد كعكة لأبي.	2	0	twenties	female		Arabic	
6cbfb52b5cd8ca0022cca1cf6df41a1d40c53601ac0fa6a96a48d683f2a53098fef94d004fcc38d66e96190f75d915d40c679d7c6736e301d97afe63698352a7	common_voice_ar_19384389.mp3	استمرت المحاضرة مدة ساعتين.	2	0	twenties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424936.mp3	آخذ آلة التصوير معي أينما ذهبت.	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424939.mp3	.خرج الوضع عن سيطرتي	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424941.mp3	نعم ذهبت البارحة.	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424943.mp3	.أهم شيء أن تكن صبوراً	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424946.mp3	أزاحت غطاء الصندوق.	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424950.mp3	ما الذي جاء بك إلى هنا باكراً هكذا ؟	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424952.mp3	من الأفضل لك أن تسرع.	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424954.mp3	.ذهب إلى المحل التجاري	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424961.mp3	.طلب مني المساعدة	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424972.mp3	لا يتم الاحتفال بيوم الملاكمة على نطاق واسع في الولايات المتحدة	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424976.mp3	هناك الكثير من الحيوانات في الحديقة.	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424987.mp3	كل شيء يحدث لسبب ما.	2	0	thirties	female		Arabic	
e32d20173e5fdf1118ad2120d87d816ab9cd454cccf78cb3d7ee4392eb2ce6330c49d74412fb2ddb8aa878c3040e76231d5e5520ce1df84a74b448c5f60d42a4	common_voice_ar_19424988.mp3	.من محاسن القاموس الإلكتروني أنه سهل الحمل	3	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19431511.mp3	البحيرة عميقة جداً.	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464235.mp3	متى وصلت إلى لندن ؟	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464236.mp3	يمكن علاج مرض الزهايمر إذا تم اكتشافه في وقت مبكر	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464243.mp3	ما الذي جعلك تأتي إلى هنا ؟	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464244.mp3	صفّر و هو يمشي.	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464247.mp3	.كم من الوقت يلزم للوصول إلى المحطّة	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464255.mp3	.أضعت محفظة نقودي	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19464256.mp3	الجميع يحبونها.	2	0	thirties	female		Arabic	
fd7921f18cf1f30bff3f3f0e87c5e93bc8806e4c8bfafc98066b9e565b9aaa57fe0ec9b381a05bdf52f214affd0d3fa2182bac2e0a88d08246671d6fb0ab7b66	common_voice_ar_19465376.mp3	من الممكن أن تثلج غداً.	2	0	thirties	female		Arabic	
7a23b4280f7e69fc80a21d16b8f3d2cf184325c9a58dbeefd5566a962f5bfa673c6e5a6b70a2f21c6b946545b2880dcc08e0dbd96a9976a3a15cdfb2fde48f5c	common_voice_ar_19541057.mp3	ألغيت مباراة كرة القاعدة بسبب المطر.	2	0	twenties	female		Arabic	
7a23b4280f7e69fc80a21d16b8f3d2cf184325c9a58dbeefd5566a962f5bfa673c6e5a6b70a2f21c6b946545b2880dcc08e0dbd96a9976a3a15cdfb2fde48f5c	common_voice_ar_19541088.mp3	.في كندا لا يمكنك شرب الكحول حتى تبلغ سن العشرين	2	0	twenties	female		Arabic	
7a23b4280f7e69fc80a21d16b8f3d2cf184325c9a58dbeefd5566a962f5bfa673c6e5a6b70a2f21c6b946545b2880dcc08e0dbd96a9976a3a15cdfb2fde48f5c	common_voice_ar_19541089.mp3	هاري ممثل أمريكي.	2	0	twenties	female		Arabic	
5da04449ee1a61de4a1a445db7301c576a7900fc0ba741184751ff057236b40498231ed7c3200b599b45ce59fe22f31385c1843b6aae6e22f258839f80b00cec	common_voice_ar_19745585.mp3	.فجأةً أصبحت حزيناً جداً	2	0	twenties	male		Arabic	
7e0860d60161a8ddf2cf8f5baa31353d5ecc305105f9f217d7782615b229da0b04d51be37a9ff1473593595cc181d5f77984afaf32f4f2cd6d5ac4723bbc6919	common_voice_ar_19842843.mp3	إنهم يكافحون من أجل الحرية.	2	0	twenties	male		Arabic	
a42e7bbada053760b2838b5abe6b42208802589fa6967a2157a57a9f1d520d8408742147968e14861b4c4fe6b5227eaee8463fc237551ea5813b01fd85639a22	common_voice_ar_19842894.mp3	إنك لا تدخن ، صحيح ؟	2	0	twenties	male		Arabic	
2911279ce52585bf6ccb58239e0bdb1a4607f0d5a274dfc9d053802af47d885864f80a770b58e7b364b36ac4aab17c325d99b89983fce527bffc136060e21896	common_voice_ar_19966936.mp3	أتذكّر أنّي شاهدت هذا الفيلم.	2	0	twenties	male		Arabic	
e8513a3832bc315caaaec9b3b58b46f6a5d17b3b0d50c049e13e7964838778a8a43b8cfdec5be30f5af96fc6efd431fb170de09dbebc6f27edc53a593e99aee2	common_voice_ar_19994937.mp3	صبت لي كأساً من الشاي.	2	0	twenties	male		Arabic	
ae3195e1430d7b9bd3d3a267ad78d220b08b3d5bddafbf1dbcc8706a54af41e065675bb078a18678fe16bd9c02b480584f9a3b86cfca341dd8cc7d155720a224	common_voice_ar_20026855.mp3	.تفضل بالدخول	2	0	thirties	female		Arabic	
7468ea882c4fd90844724b76e3fea9e80372098e6fff79bcc6dcbf3c9a32ce67146ccdc364dcdaeea03983ae19f3d7954c2868e1e7e7fe2eca8b7fb79e8bd667	common_voice_ar_20031366.mp3	شكراً جزيلاً لك يا دكتور.	2	0	thirties	male		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275002.mp3	مات الرجل العجوز من شدة الجوع.	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275004.mp3	تزوجَتْ من رجل غني.	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275109.mp3	.لم أدرس مادة الرياضيات على الإطلاق	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275121.mp3	هل دفعت ثمن الكتاب ؟	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275123.mp3	! لا تكذب أبداً	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275133.mp3	.الطفل يحتاج الى الحنان	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275134.mp3	دعني أفكر للحظة.	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275171.mp3	العلم يرفع بيتاً لا عماد له والجهل يهدم بيت العز والشرف	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275180.mp3	ستحتاج إلى ذلك.	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275187.mp3	.خذ الكرسي الآخر	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275188.mp3	يمكنه التحدث والقراءة باللغة الروسية.	2	0	twenties	female		Arabic	
09b463abdff70b941e2e3e6fd6d220ccc2feb24c36523b027828a7d06599680400dc2db20caa5c54f71f17e86c0bfc6a479d95793af465555d6e0c9706e0b9d8	common_voice_ar_20275190.mp3	.كن هادئاً وقت الدرس	2	0	twenties	female		Arabic	
7ec1f7cd677a0afeffb58d131245187290f6862e84e19d016560aad71082fef461717c1811a36485706d42323d5ff54bb89eac144e1f0ed6b5669b2c469930dd	common_voice_ar_20326884.mp3	إحساس غير عادي على الجانب الآخر من معدتي	2	0	twenties	male		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101363.mp3	تسكن عمتي في نيويورك.	2	0	twenties	female		Arabic	
07d78b74bf6b7759f7faf624f207e2d61f18d3618470b21a09ae263b3255a0a291e6d65cae266c67cb9dde89d5a850f611e2eae76de5141eeed8d1cfc60b5539	common_voice_ar_21101371.mp3	ستغادر الطائرة الساعة السادسة.	2	0	twenties	female		Arabic	
07d78b74bf6b7759f7faf624f207e2d61f18d3618470b21a09ae263b3255a0a291e6d65cae266c67cb9dde89d5a850f611e2eae76de5141eeed8d1cfc60b5539	common_voice_ar_21101372.mp3	أنا شديد البدانة.	2	0	twenties	female		Arabic	
07d78b74bf6b7759f7faf624f207e2d61f18d3618470b21a09ae263b3255a0a291e6d65cae266c67cb9dde89d5a850f611e2eae76de5141eeed8d1cfc60b5539	common_voice_ar_21101375.mp3	بعد كل شيء ، كان مجرد خطأ في الحكم	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101442.mp3	هذا غير صحيح.	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101452.mp3	.تعبت من الرقود في السرير طوال اليوم	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101454.mp3	.يبدو أن العصافة هدأت	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101455.mp3	أظنه يختلف حين تفكر فيه على المدى البعيد.	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101464.mp3	.لنتخيل أننا مخلوقات فضائية	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101478.mp3	أنت محق تماماً!	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101484.mp3	إنه شخص جيد.	2	0	twenties	female		Arabic	
8aaae43a7432476bc6c7a3fe499e7f90505be9eee96ebd6a956a4d9b461226b00b80140bc3c6fe543dd38ce8a6b008fe6f37c14c61f7f339b58e16e13c977562	common_voice_ar_21101495.mp3	يا لك من وقح!	2	0	twenties	female		Arabic	
6de14f28f77ba488714e21cd47dde88930a6922232b1cb9c9df707ef137e279dba17d53615d9aacfb4c365e3235b06d554ffde39425434b4033c0070d3a7ba11	common_voice_ar_21169225.mp3	حجرة ، ورقة ، مقص.	2	0	twenties	female		Arabic	
6de14f28f77ba488714e21cd47dde88930a6922232b1cb9c9df707ef137e279dba17d53615d9aacfb4c365e3235b06d554ffde39425434b4033c0070d3a7ba11	common_voice_ar_21169229.mp3	إنها غالية جداً!	2	0	twenties	female		Arabic	
6de14f28f77ba488714e21cd47dde88930a6922232b1cb9c9df707ef137e279dba17d53615d9aacfb4c365e3235b06d554ffde39425434b4033c0070d3a7ba11	common_voice_ar_21169331.mp3	مع من أتكلم ؟	2	0	twenties	female		Arabic	
6de14f28f77ba488714e21cd47dde88930a6922232b1cb9c9df707ef137e279dba17d53615d9aacfb4c365e3235b06d554ffde39425434b4033c0070d3a7ba11	common_voice_ar_21169558.mp3	سألته إلى أي مكان هو ذاهب.	2	0	twenties	female		Arabic	
